Player,Date,Pitcher,Team,ISO,Pitcher_HR9,HardHit,FlyBall,ParkFactor,WindFactor,Matchup,HR_Result,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate
Joey Gallo,2024-04-13,Joe Boyle,Washington Nationals,0.285,1.38,27.24,46.8,1.17,1.17,0.98,0,10.0,90.0,16.0,0.1
Eddie Rosario,2024-04-13,Joe Boyle,Washington Nationals,0.204,1.29,53.24,31.12,0.95,0.9,0.89,0,10.0,90.0,16.0,0.1
Luis García Jr.,2024-04-13,Joe Boyle,Washington Nationals,0.337,2.2,37.56,45.43,0.91,0.94,0.88,0,10.0,90.0,16.0,0.1
Trey Lipscomb,2024-04-13,Joe Boyle,Washington Nationals,0.126,1.67,32.73,49.89,1.06,1.13,0.94,0,10.0,90.0,16.0,0.1
Riley Adams,2024-04-13,Joe Boyle,Washington Nationals,0.332,1.58,32.2,47.83,1.17,0.97,0.7,0,10.0,90.0,16.0,0.1
Jacob Young,2024-04-13,Joe Boyle,Washington Nationals,0.225,0.8,37.37,45.09,0.95,0.91,0.51,0,10.0,90.0,16.0,0.1
MacKenzie Gore,2024-04-13,Joe Boyle,Washington Nationals,0.209,1.16,58.1,21.11,1.15,1.05,0.77,0,10.0,90.0,16.0,0.1
Derek Law,2024-04-13,Joe Boyle,Washington Nationals,0.329,0.95,55.8,24.1,0.92,1.09,0.65,0,10.0,90.0,16.0,0.1
Robert Garcia,2024-04-13,Joe Boyle,Washington Nationals,0.169,1.04,59.6,41.5,1.12,1.05,0.92,0,10.0,90.0,16.0,0.1
Jordan Weems,2024-04-13,Joe Boyle,Washington Nationals,0.122,1.65,59.14,32.28,1.15,1.03,0.73,0,10.0,90.0,16.0,0.1
Hunter Harvey,2024-04-13,Joe Boyle,Washington Nationals,0.203,1.66,59.05,48.5,1.01,0.94,0.86,0,10.0,90.0,16.0,0.1
Kyle Finnegan,2024-04-13,Joe Boyle,Washington Nationals,0.311,1.83,56.95,33.64,1.11,1.02,0.52,0,10.0,90.0,16.0,0.1
Abraham Toro,2024-04-13,MacKenzie Gore,Oakland Athletics,0.318,1.55,45.23,23.84,0.92,1.09,0.55,0,10.0,90.0,16.0,0.1
Zack Gelof,2024-04-13,MacKenzie Gore,Oakland Athletics,0.14,1.77,46.26,30.16,1.09,1.14,0.75,0,10.0,90.0,16.0,0.1
J.D. Davis,2024-04-13,MacKenzie Gore,Oakland Athletics,0.313,1.88,49.45,47.68,1.14,1.07,0.79,0,10.0,90.0,16.0,0.1
Tyler Nevin,2024-04-13,MacKenzie Gore,Oakland Athletics,0.182,1.25,37.58,20.08,0.99,1.19,0.74,0,10.0,90.0,16.0,0.1
Seth Brown,2024-04-13,MacKenzie Gore,Oakland Athletics,0.163,0.91,50.61,34.92,1.07,1.17,0.54,0,10.0,90.0,16.0,0.1
Shea Langeliers,2024-04-13,MacKenzie Gore,Oakland Athletics,0.166,1.89,43.12,37.49,1.02,1.17,0.7,0,10.0,90.0,16.0,0.1
Darell Hernaiz,2024-04-13,MacKenzie Gore,Oakland Athletics,0.156,1.9,44.15,31.34,0.92,0.93,0.83,0,10.0,90.0,16.0,0.1
JJ Bleday,2024-04-13,MacKenzie Gore,Oakland Athletics,0.268,2.14,44.43,20.31,1.01,1.06,0.57,0,10.0,90.0,16.0,0.1
Max Schuemann,2024-04-13,MacKenzie Gore,Oakland Athletics,0.239,1.91,59.48,35.96,1.16,0.98,0.73,0,10.0,90.0,16.0,0.1
Ryan Noda,2024-04-13,MacKenzie Gore,Oakland Athletics,0.329,1.04,59.07,27.83,0.97,1.09,0.85,0,10.0,90.0,16.0,0.1
Nick Allen,2024-04-13,MacKenzie Gore,Oakland Athletics,0.162,2.02,45.82,36.67,1.18,1.07,0.65,0,10.0,90.0,16.0,0.1
Lawrence Butler,2024-04-13,MacKenzie Gore,Oakland Athletics,0.164,1.04,28.95,22.34,1.12,0.96,0.54,0,10.0,90.0,16.0,0.1
Joe Boyle,2024-04-13,MacKenzie Gore,Oakland Athletics,0.147,2.01,40.33,44.98,0.96,1.17,0.75,0,10.0,90.0,16.0,0.1
Kyle Muller,2024-04-13,MacKenzie Gore,Oakland Athletics,0.272,1.85,58.19,36.85,0.94,1.18,0.68,0,10.0,90.0,16.0,0.1
T.J. McFarland,2024-04-13,MacKenzie Gore,Oakland Athletics,0.318,1.62,41.29,38.5,1.08,1.12,0.86,0,10.0,90.0,16.0,0.1
Michael Kelly,2024-04-13,MacKenzie Gore,Oakland Athletics,0.211,2.11,37.63,39.55,0.96,1.03,0.53,0,10.0,90.0,16.0,0.1
Anthony Rendon,2024-04-13,Cooper Criswell,Los Angeles Angels,0.149,1.99,28.56,30.61,1.05,1.08,0.71,0,10.0,90.0,16.0,0.1
Nolan Schanuel,2024-04-13,Cooper Criswell,Los Angeles Angels,0.287,1.46,52.35,36.3,1.16,0.9,0.85,0,10.0,90.0,16.0,0.1
Miguel Sanó,2024-04-13,Cooper Criswell,Los Angeles Angels,0.229,1.0,57.41,47.77,1.08,1.06,0.58,0,10.0,90.0,16.0,0.1
Mike Trout,2024-04-13,Cooper Criswell,Los Angeles Angels,0.172,1.44,43.31,24.09,1.18,1.0,0.93,0,10.0,90.0,16.0,0.1
Taylor Ward,2024-04-13,Cooper Criswell,Los Angeles Angels,0.276,1.67,44.64,36.57,1.18,1.03,0.99,1,10.0,90.0,16.0,0.1
Aaron Hicks,2024-04-13,Cooper Criswell,Los Angeles Angels,0.226,1.93,25.41,39.35,0.93,1.0,0.85,0,10.0,90.0,16.0,0.1
Brandon Drury,2024-04-13,Cooper Criswell,Los Angeles Angels,0.206,1.65,38.37,38.82,1.14,1.07,0.5,0,10.0,90.0,16.0,0.1
Mickey Moniak,2024-04-13,Cooper Criswell,Los Angeles Angels,0.19,0.86,43.11,44.24,1.2,1.08,0.97,0,10.0,90.0,16.0,0.1
Jo Adell,2024-04-13,Cooper Criswell,Los Angeles Angels,0.222,1.8,29.88,26.81,0.94,0.96,0.68,0,10.0,90.0,16.0,0.1
Logan O'Hoppe,2024-04-13,Cooper Criswell,Los Angeles Angels,0.156,0.98,53.67,46.07,1.16,0.93,0.65,0,10.0,90.0,16.0,0.1
Zach Neto,2024-04-13,Cooper Criswell,Los Angeles Angels,0.285,1.32,39.56,28.05,0.96,0.93,0.57,0,10.0,90.0,16.0,0.1
Griffin Canning,2024-04-13,Cooper Criswell,Los Angeles Angels,0.309,1.17,58.77,40.52,1.17,0.96,0.73,0,10.0,90.0,16.0,0.1
Carson Fulmer,2024-04-13,Cooper Criswell,Los Angeles Angels,0.202,1.22,59.18,44.97,0.99,0.98,0.8,0,10.0,90.0,16.0,0.1
Jarren Duran,2024-04-13,Griffin Canning,Boston Red Sox,0.174,1.36,26.18,27.79,1.13,1.14,0.98,0,10.0,90.0,16.0,0.1
Wilyer Abreu,2024-04-13,Griffin Canning,Boston Red Sox,0.279,1.09,49.52,36.77,1.02,1.11,0.68,0,10.0,90.0,16.0,0.1
Masataka Yoshida,2024-04-13,Griffin Canning,Boston Red Sox,0.23,0.81,45.81,21.82,1.01,1.16,0.65,0,10.0,90.0,16.0,0.1
Triston Casas,2024-04-13,Griffin Canning,Boston Red Sox,0.223,2.06,29.8,26.99,0.96,1.18,0.51,1,10.0,90.0,16.0,0.1
Bobby Dalbec,2024-04-13,Griffin Canning,Boston Red Sox,0.314,1.57,32.97,32.8,1.06,0.99,0.74,0,10.0,90.0,16.0,0.1
Enmanuel Valdez,2024-04-13,Griffin Canning,Boston Red Sox,0.195,1.3,57.66,27.09,0.99,1.05,0.92,0,10.0,90.0,16.0,0.1
Pablo Reyes,2024-04-13,Griffin Canning,Boston Red Sox,0.287,1.08,39.2,36.08,1.06,1.07,0.66,0,10.0,90.0,16.0,0.1
Ceddanne Rafaela,2024-04-13,Griffin Canning,Boston Red Sox,0.257,2.0,46.55,48.4,0.95,1.07,0.91,0,10.0,90.0,16.0,0.1
Reese McGuire,2024-04-13,Griffin Canning,Boston Red Sox,0.283,1.3,32.2,34.32,1.2,0.94,0.69,0,10.0,90.0,16.0,0.1
David Hamilton,2024-04-13,Griffin Canning,Boston Red Sox,0.308,1.71,51.89,38.52,0.94,0.98,0.98,0,10.0,90.0,16.0,0.1
Cooper Criswell,2024-04-13,Griffin Canning,Boston Red Sox,0.212,2.02,26.2,27.8,1.12,1.04,0.97,0,10.0,90.0,16.0,0.1
Greg Weissert,2024-04-13,Griffin Canning,Boston Red Sox,0.338,1.22,49.21,21.51,0.92,1.02,0.92,0,10.0,90.0,16.0,0.1
Josh Winckowski,2024-04-13,Griffin Canning,Boston Red Sox,0.148,1.6,58.06,38.9,1.0,1.08,0.54,0,10.0,90.0,16.0,0.1
Joely Rodríguez,2024-04-13,Griffin Canning,Boston Red Sox,0.158,0.82,37.33,27.01,0.96,1.15,0.58,0,10.0,90.0,16.0,0.1
Jung Hoo Lee,2024-04-13,Ryan Pepiot,San Francisco Giants,0.322,1.6,37.66,39.15,0.97,1.09,0.91,0,10.0,90.0,16.0,0.1
LaMonte Wade Jr.,2024-04-13,Ryan Pepiot,San Francisco Giants,0.159,1.8,26.57,26.55,1.08,1.12,0.98,1,10.0,90.0,16.0,0.1
Jorge Soler,2024-04-13,Ryan Pepiot,San Francisco Giants,0.265,1.1,35.14,49.0,0.94,0.9,0.55,1,10.0,90.0,16.0,0.1
Tom Murphy,2024-04-13,Ryan Pepiot,San Francisco Giants,0.299,2.03,35.72,28.61,1.14,0.99,0.82,0,10.0,90.0,16.0,0.1
Michael Conforto,2024-04-13,Ryan Pepiot,San Francisco Giants,0.281,1.21,40.01,35.44,0.95,1.19,0.9,0,10.0,90.0,16.0,0.1
Austin Slater,2024-04-13,Ryan Pepiot,San Francisco Giants,0.31,1.04,49.76,36.78,1.17,0.93,0.69,0,10.0,90.0,16.0,0.1
Matt Chapman,2024-04-13,Ryan Pepiot,San Francisco Giants,0.215,1.75,29.16,28.36,1.15,1.07,0.52,1,10.0,90.0,16.0,0.1
Thairo Estrada,2024-04-13,Ryan Pepiot,San Francisco Giants,0.25,1.2,25.26,46.38,1.07,1.14,0.83,1,10.0,90.0,16.0,0.1
Mike Yastrzemski,2024-04-13,Ryan Pepiot,San Francisco Giants,0.221,1.09,34.33,21.0,1.06,1.1,0.97,0,10.0,90.0,16.0,0.1
Patrick Bailey,2024-04-13,Ryan Pepiot,San Francisco Giants,0.142,1.1,29.98,21.47,1.06,1.17,0.78,0,10.0,90.0,16.0,0.1
Nick Ahmed,2024-04-13,Ryan Pepiot,San Francisco Giants,0.3,2.12,31.13,32.34,0.96,1.11,0.59,0,10.0,90.0,16.0,0.1
Tyler Fitzgerald,2024-04-13,Ryan Pepiot,San Francisco Giants,0.21,2.08,25.32,48.84,0.91,1.18,0.84,0,10.0,90.0,16.0,0.1
Logan Webb,2024-04-13,Ryan Pepiot,San Francisco Giants,0.309,1.22,36.87,39.31,0.94,1.01,0.68,0,10.0,90.0,16.0,0.1
Nick Avila,2024-04-13,Ryan Pepiot,San Francisco Giants,0.26,1.99,55.85,41.68,1.16,1.12,0.69,0,10.0,90.0,16.0,0.1
Erik Miller,2024-04-13,Ryan Pepiot,San Francisco Giants,0.164,1.58,52.88,37.32,1.14,0.98,0.93,0,10.0,90.0,16.0,0.1
Yandy Díaz,2024-04-13,Logan Webb,Tampa Bay Rays,0.239,1.29,45.6,29.15,1.07,0.91,0.89,0,10.0,90.0,16.0,0.1
Austin Shenton,2024-04-13,Logan Webb,Tampa Bay Rays,0.126,0.89,34.83,32.03,1.11,0.93,0.51,0,10.0,90.0,16.0,0.1
Randy Arozarena,2024-04-13,Logan Webb,Tampa Bay Rays,0.302,2.14,45.13,38.19,1.01,1.14,0.86,0,10.0,90.0,16.0,0.1
Niko Goodrum,2024-04-13,Logan Webb,Tampa Bay Rays,0.274,0.95,32.51,26.43,1.07,1.12,0.76,0,10.0,90.0,16.0,0.1
Richie Palacios,2024-04-13,Logan Webb,Tampa Bay Rays,0.12,2.18,33.77,40.52,1.07,1.01,0.78,0,10.0,90.0,16.0,0.1
Isaac Paredes,2024-04-13,Logan Webb,Tampa Bay Rays,0.248,1.22,33.67,27.14,1.16,0.96,0.66,0,10.0,90.0,16.0,0.1
Harold Ramírez,2024-04-13,Logan Webb,Tampa Bay Rays,0.335,1.96,26.06,21.24,0.97,0.96,0.84,0,10.0,90.0,16.0,0.1
René Pinto,2024-04-13,Logan Webb,Tampa Bay Rays,0.136,1.61,48.52,21.12,0.97,0.91,0.77,0,10.0,90.0,16.0,0.1
Curtis Mead,2024-04-13,Logan Webb,Tampa Bay Rays,0.256,1.68,33.42,40.6,1.11,1.15,0.7,0,10.0,90.0,16.0,0.1
José Caballero,2024-04-13,Logan Webb,Tampa Bay Rays,0.127,1.49,31.36,47.97,0.91,1.12,0.83,0,10.0,90.0,16.0,0.1
Jose Siri,2024-04-13,Logan Webb,Tampa Bay Rays,0.145,0.81,59.4,43.51,1.1,1.04,0.55,0,10.0,90.0,16.0,0.1
Ben Rortvedt,2024-04-13,Logan Webb,Tampa Bay Rays,0.271,0.86,34.0,28.69,1.09,1.08,0.58,0,10.0,90.0,16.0,0.1
Ryan Pepiot,2024-04-13,Logan Webb,Tampa Bay Rays,0.334,1.2,28.09,31.28,0.92,0.93,0.59,0,10.0,90.0,16.0,0.1
Chris Devenski,2024-04-13,Logan Webb,Tampa Bay Rays,0.235,1.95,42.21,20.59,1.13,1.17,0.99,0,10.0,90.0,16.0,0.1
Ronald Acuña Jr.,2024-04-13,Max Meyer,Atlanta Braves,0.212,1.61,28.42,47.74,1.1,0.94,0.56,0,10.0,90.0,16.0,0.1
Ozzie Albies,2024-04-13,Max Meyer,Atlanta Braves,0.222,2.03,51.27,32.75,1.17,1.15,0.7,0,10.0,90.0,16.0,0.1
Austin Riley,2024-04-13,Max Meyer,Atlanta Braves,0.208,2.11,58.92,34.87,1.08,1.17,0.58,0,10.0,90.0,16.0,0.1
Matt Olson,2024-04-13,Max Meyer,Atlanta Braves,0.151,1.71,28.76,24.28,1.17,0.91,0.67,0,10.0,90.0,16.0,0.1
Marcell Ozuna,2024-04-13,Max Meyer,Atlanta Braves,0.259,2.14,48.82,22.93,0.92,0.91,0.76,0,10.0,90.0,16.0,0.1
Michael Harris II,2024-04-13,Max Meyer,Atlanta Braves,0.312,1.93,37.19,20.75,1.2,1.06,0.84,0,10.0,90.0,16.0,0.1
Orlando Arcia,2024-04-13,Max Meyer,Atlanta Braves,0.218,1.6,34.5,29.58,0.92,0.91,0.59,0,10.0,90.0,16.0,0.1
Travis d'Arnaud,2024-04-13,Max Meyer,Atlanta Braves,0.127,1.66,55.3,25.43,0.92,1.18,0.83,0,10.0,90.0,16.0,0.1
Jarred Kelenic,2024-04-13,Max Meyer,Atlanta Braves,0.152,0.95,32.71,36.79,1.16,1.18,0.74,0,10.0,90.0,16.0,0.1
Chris Sale,2024-04-13,Max Meyer,Atlanta Braves,0.338,1.09,39.27,36.09,0.91,1.05,0.72,0,10.0,90.0,16.0,0.1
Jesse Chavez,2024-04-13,Max Meyer,Atlanta Braves,0.189,1.21,30.55,30.48,0.9,1.08,0.88,0,10.0,90.0,16.0,0.1
Luis Arraez,2024-04-13,Chris Sale,Miami Marlins,0.249,1.35,26.94,34.65,1.01,1.05,0.75,0,10.0,90.0,16.0,0.1
Josh Bell,2024-04-13,Chris Sale,Miami Marlins,0.257,1.41,43.17,20.46,1.06,1.19,0.74,1,10.0,90.0,16.0,0.1
Jake Burger,2024-04-13,Chris Sale,Miami Marlins,0.283,1.42,37.87,29.99,1.01,1.09,0.7,0,10.0,90.0,16.0,0.1
Bryan De La Cruz,2024-04-13,Chris Sale,Miami Marlins,0.129,1.16,43.56,25.5,0.96,0.94,0.58,0,10.0,90.0,16.0,0.1
Nick Gordon,2024-04-13,Chris Sale,Miami Marlins,0.137,1.5,54.6,25.36,1.09,1.1,0.75,0,10.0,90.0,16.0,0.1
Jazz Chisholm Jr.,2024-04-13,Chris Sale,Miami Marlins,0.288,2.18,56.8,44.71,1.07,1.12,0.75,0,10.0,90.0,16.0,0.1
Avisaíl García,2024-04-13,Chris Sale,Miami Marlins,0.227,1.18,36.3,35.5,0.96,1.19,0.65,0,10.0,90.0,16.0,0.1
Emmanuel Rivera,2024-04-13,Chris Sale,Miami Marlins,0.224,0.82,59.13,37.24,1.16,0.95,0.94,0,10.0,90.0,16.0,0.1
Christian Bethancourt,2024-04-13,Chris Sale,Miami Marlins,0.18,1.36,44.05,32.57,1.17,1.08,0.67,0,10.0,90.0,16.0,0.1
Vidal Bruján,2024-04-13,Chris Sale,Miami Marlins,0.309,1.06,30.67,43.71,1.09,0.97,0.59,0,10.0,90.0,16.0,0.1
Max Meyer,2024-04-13,Chris Sale,Miami Marlins,0.189,2.14,28.34,35.95,1.08,1.07,0.51,0,10.0,90.0,16.0,0.1
Calvin Faucher,2024-04-13,Chris Sale,Miami Marlins,0.16,1.06,53.24,41.61,1.16,0.97,0.55,0,10.0,90.0,16.0,0.1
Anthony Bender,2024-04-13,Chris Sale,Miami Marlins,0.198,1.92,43.33,38.46,1.0,0.94,0.57,0,10.0,90.0,16.0,0.1
Tanner Scott,2024-04-13,Chris Sale,Miami Marlins,0.233,1.78,56.03,31.13,1.15,0.96,0.72,0,10.0,90.0,16.0,0.1
Brendan Donovan,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.296,1.21,41.14,46.55,1.02,1.2,0.83,0,10.0,90.0,16.0,0.1
Paul Goldschmidt,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.226,1.63,33.74,45.28,0.95,1.08,0.72,0,10.0,90.0,16.0,0.1
Nolan Gorman,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.215,1.69,54.02,28.76,1.01,1.13,0.67,0,10.0,90.0,16.0,0.1
Nolan Arenado,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.19,1.61,27.7,30.42,1.17,1.09,0.61,0,10.0,90.0,16.0,0.1
Willson Contreras,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.218,1.51,30.81,38.48,1.06,1.05,0.52,0,10.0,90.0,16.0,0.1
Lars Nootbaar,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.261,0.91,28.95,23.23,1.16,1.15,0.59,0,10.0,90.0,16.0,0.1
Jordan Walker,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.264,1.51,40.79,26.38,0.99,1.17,0.88,0,10.0,90.0,16.0,0.1
Alec Burleson,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.224,1.61,34.68,42.37,0.97,1.15,0.84,0,10.0,90.0,16.0,0.1
Masyn Winn,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.308,2.03,45.16,42.03,1.08,1.04,0.67,0,10.0,90.0,16.0,0.1
Victor Scott II,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.328,1.97,34.02,41.78,1.15,1.04,0.71,0,10.0,90.0,16.0,0.1
Kyle Gibson,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.215,1.99,46.69,27.31,0.94,1.06,0.9,0,10.0,90.0,16.0,0.1
Andre Pallante,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.256,1.06,30.39,43.43,1.16,1.0,0.79,0,10.0,90.0,16.0,0.1
Ryan Fernandez,2024-04-13,Ryne Nelson,St. Louis Cardinals,0.232,1.46,49.03,35.13,0.98,1.12,0.86,0,10.0,90.0,16.0,0.1
Ketel Marte,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.29,1.45,47.7,34.9,1.14,1.2,0.62,0,10.0,90.0,16.0,0.1
Corbin Carroll,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.267,0.92,44.67,31.84,1.0,1.0,0.64,0,10.0,90.0,16.0,0.1
Lourdes Gurriel Jr.,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.243,1.97,41.25,48.09,0.99,1.07,0.93,1,10.0,90.0,16.0,0.1
Christian Walker,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.273,0.93,45.61,25.21,0.95,1.04,0.77,0,10.0,90.0,16.0,0.1
Joc Pederson,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.314,1.62,59.16,48.84,1.15,1.17,0.74,0,10.0,90.0,16.0,0.1
Eugenio Suárez,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.213,1.89,42.39,36.18,1.06,1.17,0.9,0,10.0,90.0,16.0,0.1
Gabriel Moreno,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.19,2.03,25.64,47.57,1.11,0.95,0.78,0,10.0,90.0,16.0,0.1
Jace Peterson,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.138,1.06,51.24,47.95,1.14,1.18,0.55,0,10.0,90.0,16.0,0.1
Kevin Newman,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.242,1.03,40.04,43.83,0.99,1.12,1.0,0,10.0,90.0,16.0,0.1
Jake McCarthy,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.151,1.4,52.4,45.44,0.98,0.9,0.56,0,10.0,90.0,16.0,0.1
Ryne Nelson,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.311,1.35,59.02,26.13,1.0,1.09,0.63,0,10.0,90.0,16.0,0.1
Kyle Nelson,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.271,1.27,52.47,24.95,1.07,1.08,0.92,0,10.0,90.0,16.0,0.1
Ryan Thompson,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.149,1.38,25.47,49.89,1.05,1.15,0.63,0,10.0,90.0,16.0,0.1
Kevin Ginkel,2024-04-13,Kyle Gibson,Arizona Diamondbacks,0.217,1.98,52.84,42.9,1.01,1.2,0.66,0,10.0,90.0,16.0,0.1
Jackson Merrill,2024-04-13,Gavin Stone,San Diego Padres,0.201,0.95,45.49,39.53,1.05,1.04,0.76,0,10.0,90.0,16.0,0.1
Fernando Tatis Jr.,2024-04-13,Gavin Stone,San Diego Padres,0.164,1.91,29.21,23.72,1.13,0.93,0.97,0,10.0,90.0,16.0,0.1
Jake Cronenworth,2024-04-13,Gavin Stone,San Diego Padres,0.287,2.16,45.62,21.67,1.09,1.06,0.99,0,10.0,90.0,16.0,0.1
Manny Machado,2024-04-13,Gavin Stone,San Diego Padres,0.179,1.0,36.67,39.65,0.99,1.05,0.76,0,10.0,90.0,16.0,0.1
Jurickson Profar,2024-04-13,Gavin Stone,San Diego Padres,0.323,1.14,48.17,42.89,1.14,1.01,0.78,0,10.0,90.0,16.0,0.1
Ha-Seong Kim,2024-04-13,Gavin Stone,San Diego Padres,0.247,1.84,35.14,26.81,0.99,1.0,0.53,0,10.0,90.0,16.0,0.1
Tyler Wade,2024-04-13,Gavin Stone,San Diego Padres,0.2,1.29,42.35,40.66,1.12,0.99,0.6,0,10.0,90.0,16.0,0.1
Eguy Rosario,2024-04-13,Gavin Stone,San Diego Padres,0.26,1.82,40.54,37.37,1.2,0.91,0.67,0,10.0,90.0,16.0,0.1
Kyle Higashioka,2024-04-13,Gavin Stone,San Diego Padres,0.279,1.7,33.76,35.19,1.11,1.04,0.94,0,10.0,90.0,16.0,0.1
Brett Sullivan,2024-04-13,Gavin Stone,San Diego Padres,0.315,1.62,27.71,28.37,0.93,0.91,0.87,0,10.0,90.0,16.0,0.1
Matt Waldron,2024-04-13,Gavin Stone,San Diego Padres,0.158,1.86,30.03,36.26,1.14,0.98,0.53,0,10.0,90.0,16.0,0.1
Tom Cosgrove,2024-04-13,Gavin Stone,San Diego Padres,0.318,1.99,52.82,25.34,1.07,1.14,0.74,0,10.0,90.0,16.0,0.1
Adrian Morejon,2024-04-13,Gavin Stone,San Diego Padres,0.207,2.18,29.94,44.79,0.91,0.97,0.92,0,10.0,90.0,16.0,0.1
Jhony Brito,2024-04-13,Gavin Stone,San Diego Padres,0.25,1.3,47.46,34.03,1.04,0.95,0.52,0,10.0,90.0,16.0,0.1
Mookie Betts,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.188,1.65,56.83,20.78,0.92,1.03,0.85,0,10.0,90.0,16.0,0.1
Shohei Ohtani,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.273,2.04,59.08,48.48,1.15,1.03,0.72,0,10.0,90.0,16.0,0.1
Freddie Freeman,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.33,0.89,42.05,31.73,1.11,1.09,0.76,0,10.0,90.0,16.0,0.1
Will Smith,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.189,1.65,36.77,43.23,0.98,1.16,0.64,0,10.0,90.0,16.0,0.1
Teoscar Hernández,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.157,1.01,38.04,35.71,1.09,0.93,0.55,0,10.0,90.0,16.0,0.1
Max Muncy,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.16,1.75,57.5,47.09,1.0,1.01,0.84,0,10.0,90.0,16.0,0.1
James Outman,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.169,0.98,51.7,27.93,1.07,1.07,0.71,0,10.0,90.0,16.0,0.1
Enrique Hernández,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.217,1.73,26.91,33.79,0.92,1.08,0.78,0,10.0,90.0,16.0,0.1
Gavin Lux,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.24,2.12,53.84,42.96,0.92,0.91,0.61,0,10.0,90.0,16.0,0.1
Gavin Stone,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.287,1.0,40.74,44.55,0.98,1.07,0.96,0,10.0,90.0,16.0,0.1
Michael Grove,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.219,1.36,34.62,21.06,1.03,0.98,0.86,0,10.0,90.0,16.0,0.1
Daniel Hudson,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.309,1.48,55.01,38.74,0.95,1.08,0.93,0,10.0,90.0,16.0,0.1
Evan Phillips,2024-04-13,Matt Waldron,Los Angeles Dodgers,0.283,2.11,31.06,41.63,0.96,1.06,0.95,0,10.0,90.0,16.0,0.1
Ian Happ,2024-04-13,Emerson Hancock,Chicago Cubs,0.241,1.48,44.01,36.74,0.9,0.95,0.76,0,10.0,90.0,16.0,0.1
Seiya Suzuki,2024-04-13,Emerson Hancock,Chicago Cubs,0.146,1.89,44.54,46.3,1.15,1.12,0.59,1,10.0,90.0,16.0,0.1
Cody Bellinger,2024-04-13,Emerson Hancock,Chicago Cubs,0.256,1.29,35.69,23.75,1.15,0.93,0.83,0,10.0,90.0,16.0,0.1
Christopher Morel,2024-04-13,Emerson Hancock,Chicago Cubs,0.193,1.17,50.81,31.98,1.1,0.98,0.63,0,10.0,90.0,16.0,0.1
Nick Madrigal,2024-04-13,Emerson Hancock,Chicago Cubs,0.34,2.13,59.02,41.74,0.95,1.03,0.65,0,10.0,90.0,16.0,0.1
Dansby Swanson,2024-04-13,Emerson Hancock,Chicago Cubs,0.174,1.86,57.27,30.85,1.05,1.14,0.79,0,10.0,90.0,16.0,0.1
Michael Busch,2024-04-13,Emerson Hancock,Chicago Cubs,0.238,0.88,47.12,46.56,1.18,0.96,0.55,1,10.0,90.0,16.0,0.1
Nico Hoerner,2024-04-13,Emerson Hancock,Chicago Cubs,0.232,2.11,54.47,36.63,1.05,1.17,0.99,0,10.0,90.0,16.0,0.1
Mike Tauchman,2024-04-13,Emerson Hancock,Chicago Cubs,0.187,1.5,45.95,32.26,1.11,1.04,0.76,0,10.0,90.0,16.0,0.1
Miguel Amaya,2024-04-13,Emerson Hancock,Chicago Cubs,0.273,1.01,31.31,48.22,1.17,0.95,0.72,1,10.0,90.0,16.0,0.1
Shota Imanaga,2024-04-13,Emerson Hancock,Chicago Cubs,0.319,2.18,53.65,33.52,1.16,1.16,0.58,0,10.0,90.0,16.0,0.1
